adult;id;original_title;popularity;video
false;87;Indiana Jones and the Temple of Doom;27.263;false
false;88;Dirty Dancing;19.059;false
false;89;Indiana Jones and the Last Crusade;29.885;false
false;90;Beverly Hills Cop;15.696;false
false;91;Las Hurdes;7.79;false
false;92;Megacities;1.836;false
false;93;Anatomy of a Murder;9.966;false
false;94;Kunstgriff;0.871;false
false;95;Armageddon;41.324;false
false;96;Beverly Hills Cop II;13.589;false
false;97;Tron;13.753;false
false;98;Gladiator;45.282;false
false;99;Todo sobre mi madre;14.225;false
false;100;Lock, Stock and Two Smoking Barrels;10.475;false
false;101;Léon: The Professional;48.998;false
false;102;Elsker dig for evigt;7.588;false
false;103;Taxi Driver;35.949;false
false;104;Lola rennt;9.728;false
false;105;Back to the Future;51.836;false
false;106;Predator;46.138;false
false;107;Snatch;23.292;false
false;108;Trois couleurs : Bleu;10.933;false
false;109;Trois couleurs : Blanc;10.682;false
false;110;Trois couleurs : Rouge;11.98;false
false;111;Scarface;45.893;false
false;112;Italiensk for begyndere;8.316;false
false;113;봄 여름 가을 겨울 그리고 봄;13.236;false
false;114;Pretty Woman;41.201;false
false;115;The Big Lebowski;24.534;false
false;116;Match Point;14.553;false
false;117;The Untouchables;14.766;false
false;118;Charlie and the Chocolate Factory;114.918;false
false;120;The Lord of the Rings: The Fellowship of the Ring;103.915;false
false;121;The Lord of the Rings: The Two Towers;89.977;false
false;122;The Lord of the Rings: The Return of the King;95.749;false
false;123;The Lord of the Rings;22.587;false
false;124;Bez końca;6.821;false
false;125;Dworzec;1.672;false
false;126;Krótki dzień pracy;1.361;false
false;127;Przypadek;6.5;false
false;128;もののけ姫;33.73;false
false;129;千と千尋の神隠し;71.625;false
false;132;Gimme Shelter;7.547;false
false;133;Primary;2.888;false
false;134;O Brother, Where Art Thou?;19.678;false
false;135;Dont Look Back;7.994;false
false;136;Freaks;11.485;false
false;137;Groundhog Day;15.361;false
false;138;Dracula;11.19;false
false;139;Mifunes sidste sang;4.29;false
false;140;La mala educación;11.15;false
false;141;Donnie Darko;23.561;false
false;142;Brokeback Mountain;26.872;false
false;143;All Quiet on the Western Front;11.068;false
false;144;Der Himmel über Berlin;11.772;false
false;145;Breaking the Waves;12.104;false
false;146;卧虎藏龍;14.486;false
false;147;Les Quatre Cents Coups;12.15;false
false;148;The Secret Life of Words;7.268;false
false;149;アキラ;36.574;false
false;150;48 Hrs.;14.53;false
false;152;Star Trek: The Motion Picture;18.401;false
false;153;Lost in Translation;16.014;false
false;154;Star Trek II: The Wrath of Khan;10.816;false
false;155;The Dark Knight;64.908;false
false;156;Wilbur begår selvmord;4.813;false
false;157;Star Trek III: The Search for Spock;10.845;false
false;158;Knockin' on Heaven's Door;8.875;false
false;159;Der bewegte Mann;5.164;false
false;160;L'arrivée d'un train à La Ciotat;5.149;false
false;161;Ocean's Eleven;28.647;false
false;162;Edward Scissorhands;44.299;false
false;163;Ocean's Twelve;32.083;false
false;164;Breakfast at Tiffany's;15.872;false
false;165;Back to the Future Part II;22.496;false
false;166;La Boum;12.436;false
false;167;K-PAX;11.782;false
false;168;Star Trek IV: The Voyage Home;13.853;false
false;169;Predator 2;29.216;false
false;170;28 Days Later;30.297;false
false;171;La Boum 2;8.506;false
false;172;Star Trek V: The Final Frontier;14.948;false
false;173;20,000 Leagues Under the Sea;10.82;false
false;174;Star Trek VI: The Undiscovered Country;11.313;false
false;175;Le Grand Bleu;12.787;false
false;176;Saw;47.346;false
false;177;The Fisher King;7.811;false
false;178;Blown Away;9.571;false
false;179;The Interpreter;13.379;false
false;180;Minority Report;19.425;false
false;182;The Good German;13.012;false
false;183;The Wizard;8.75;false
false;184;Jackie Brown;15.654;false
false;185;A Clockwork Orange;29.192;false
false;186;Lucky Number Slevin;14.977;false
false;187;Sin City;30.508;false
false;189;Sin City: A Dame to Kill For;44.865;false
false;190;Das Dorf der Freundschaft;0.6;false
false;191;Die innere Sicherheit;2.614;false
false;192;The Name of the Rose;14.399;false
false;193;Star Trek: Generations;10.331;false
false;194;Le Fabuleux Destin d'Amélie Poulain;29.316;false
false;195;Trouble in Paradise;7.496;false
false;196;Back to the Future Part III;25.37;false
false;197;Braveheart;27.316;false
false;198;To Be or Not to Be;11.014;false
false;199;Star Trek: First Contact;14.611;false
false;200;Star Trek: Insurrection;12.893;false
false;201;Star Trek: Nemesis;18.999;false
false;203;Mean Streets;9.734;false
false;204;Le Salaire de la peur;11.335;false
false;205;Hotel Rwanda;14.564;false
false;206;Paradise Found;3.845;false
false;207;Dead Poets Society;21.935;false
false;211;Berlin is in Germany;1.632;false
false;212;Arsenic and Old Lace;8.782;false
false;213;North by Northwest;15.387;false
false;214;Saw III;33.642;false
false;215;Saw II;33.647;false
false;216;Angst essen Seele auf;7.558;false
false;217;Indiana Jones and the Kingdom of the Crystal Skull;26.957;false
false;218;The Terminator;51.743;false
false;219;Volver;11.486;false
false;220;East of Eden;10.429;false
false;221;Rebel Without a Cause;9.198;false
false;222;Berlin: Die Sinfonie der Großstadt;4.899;false
false;223;Rebecca;10.716;false
false;224;Człowiek z marmuru;5.825;false
false;225;Człowiek z żelaza;5.603;false
false;226;Boys Don't Cry;9.421;false
false;227;The Outsiders;14.252;false
false;228;Der blaue Engel;7.725;false
false;229;The Bride of Frankenstein;10.077;false
false;231;Syriana;12.873;false
false;232;Rumble Fish;9.987;false
false;233;The Wanderers;10.795;false
false;234;Das Cabinet des Dr. Caligari;11.384;false
false;235;Stand by Me;16.481;false
false;236;Muriel's Wedding;10.455;false
false;237;Young Adam;14.577;false
false;238;The Godfather;64.626;false
false;239;Some Like It Hot;15.707;false
false;240;The Godfather: Part II;47.609;false
false;241;Natural Born Killers;16.605;false
false;242;The Godfather: Part III;27.69;false
false;243;High Fidelity;13.467;false
false;244;King Kong;12.843;false
false;245;About a Boy;11.825;false
false;246;座頭市;10.018;false
false;247;The Killing;9.495;false
false;248;Pocketful of Miracles;7.55;false
false;249;The War of the Roses;11.244;false
false;250;I Kina spiser de hunde;10.704;false
false;251;Ghost;26.633;false
false;252;Willy Wonka & the Chocolate Factory;44.322;false
false;253;Live and Let Die;15.416;false
false;254;King Kong;31.92;false
false;255;Baisers volés;7.883;false
false;256;Antoine et Colette;5.778;false
false;257;Oliver Twist;14.832;false
false;258;Domicile conjugal;9.625;false
false;259;L'amour en fuite;10.049;false
false;260;The 39 Steps;10.396;false
false;261;Cat on a Hot Tin Roof;11.105;false
false;262;The King of Comedy;9.776;false
false;265;Lili Marleen;5.283;false
false;266;Le Mépris;8.125;false
false;267;Carne trémula;8.394;false
false;268;Batman;41.388;false
false;269;À bout de souffle;11.938;false
false;270;Wir sagen Du! Schatz.;1.059;false
false;271;Ronja Rövardotter;10.906;false
false;272;Batman Begins;57.16;false
false;273;Das weisse Rauschen;2.205;false
false;274;The Silence of the Lambs;9.624;false
false;275;Fargo;16.509;false
false;276;Die fetten Jahre sind vorbei;6.662;false
false;277;Underworld;31.715;false
false;278;The Shawshank Redemption;64.333;false
false;279;Amadeus;12.833;false
false;280;Terminator 2: Judgment Day;69.147;false
false;281;Strange Days;9.581;false
false;284;The Apartment;16.188;false
false;285;Pirates of the Caribbean: At World's End;91.206;false
false;286;Deutschland. Ein Sommermärchen;2.221;false
false;287;Bull Durham;11.017;false
false;288;High Noon;12.308;false
false;289;Casablanca;17.669;false
false;290;Barton Fink;9.551;false
false;291;Riding Giants;5.159;false
false;292;Dave Chappelle's Block Party;9.13;false
false;293;A River Runs Through It;22.177;false
false;294;Desert Hearts;7.863;false
false;296;Terminator 3: Rise of the Machines;30.668;false
false;297;Meet Joe Black;20.645;false
false;298;Ocean's Thirteen;27.353;false
false;299;Ocean's Eleven;10.175;false
false;300;La Science des rêves;10.889;false
false;301;Rio Bravo;11.031;false
false;302;Swimming Pool;13.135;false
false;303;Notorious;12.555;false
false;306;Beverly Hills Cop III;14.282;false
false;307;Roma città aperta;8.092;false
false;308;Broken Flowers;10.825;false
false;309;Festen;8.654;false
false;310;Bruce Almighty;39.182;false
false;311;Once Upon a Time in America;25.965;false
false;312;Jenseits der Stille;3.475;false
false;313;Snow Cake;10.428;false
false;314;Catwoman;19.616;false
false;315;Faster, Pussycat! Kill! Kill!;11.417;false
false;316;Halbe Treppe;1.944;false
false;317;Grbavica;3.273;false
false;318;The Million Dollar Hotel;10.133;false
false;319;True Romance;20.28;false
false;320;Insomnia;14.947;false
false;321;Mambo Italiano;6.937;false
false;322;Mystic River;16.066;false
false;326;Snakes on a Plane;14.655;false
false;327;Brother;12.187;false
false;329;Jurassic Park;26.224;false
false;330;The Lost World: Jurassic Park;2.001;false
false;331;Jurassic Park III;1.607;false
false;332;Inspector Gadget;13.118;false
false;333;Bollywood/Hollywood;3.817;false
false;334;Magnolia;13.881;false
false;335;C'era una volta il West;17.318;false
false;336;Giù la testa;11.395;false
false;337;Monsieur Ibrahim et les Fleurs du Coran;6.855;false
false;338;Good Bye Lenin!;14;false
false;339;Night on Earth;7.855;false
false;340;Everything is Illuminated;7.705;false
false;341;A Crime;5.075;false
false;342;Sommersturm;8.32;false
false;343;Harold and Maude;12.403;false
false;344;Bang Boom Bang - Ein todsicheres Ding;5.642;false
false;345;Eyes Wide Shut;23.15;false
false;346;七人の侍;19.966;false
false;347;Menschen am Sonntag;5.391;false
false;348;Alien;48.289;false
false;349;Crustacés et coquillages;3.007;false
false;350;The Devil Wears Prada;52.854;false
false;351;Sehnsucht;1.376;false
false;363;Gegen die Wand;10.349;false
false;364;Batman Returns;29.548;false
false;377;A Nightmare on Elm Street;30.108;false
false;378;Raising Arizona;10.224;false
false;379;Miller's Crossing;11.55;false
false;380;Rain Man;13.254;false
false;381;To Catch a Thief;11.359;false
false;383;Mala Noche;5.482;false
false;387;Das Boot;13.17;false
false;388;Inside Man;14.989;false
false;389;12 Angry Men;25.746;false
false;390;Lisbon Story;6.679;false
false;391;Per un pugno di dollari;22.743;false
false;392;Chocolat;10.345;false
false;393;Kill Bill: Vol. 2;33.78;false
false;395;AVP: Alien vs. Predator;29.947;false
false;396;Who's Afraid of Virginia Woolf?;8.325;false
false;397;French Kiss;10.877;false
false;398;Capote;9.347;false
false;400;Things to Do in Denver When You're Dead;6.887;false
false;401;Garden State;11.501;false
false;402;Basic Instinct;25.393;false
false;403;Driving Miss Daisy;15.498;false
false;404;The Straight Story;11.833;false
false;405;La strada;9.118;false
false;406;La Haine;15.21;false
false;407;Kurz und schmerzlos;2.51;false
false;408;Snow White and the Seven Dwarfs;90.724;false
false;409;The English Patient;11.678;false
false;410;Sommer vorm Balkon;2.544;false
false;411;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;87.621;false
false;414;Batman Forever;25.269;false
false;415;Batman & Robin;26.528;false
false;419;Vom Suchen und Finden der Liebe;1.876;false
false;421;The Life Aquatic with Steve Zissou;11.174;false
false;422;8½;13.655;false
false;423;The Pianist;43.984;false
false;424;Schindler's List;42.336;false
false;425;Ice Age;118.987;false
false;426;Vertigo;16.469;false
false;427;Mon oncle;11.813;false
false;428;Sommer '04;3.911;false
false;429;Il buono, il brutto, il cattivo;33.907;false
false;430;One, Two, Three;8.565;false
false;431;Cube;16.365;false
false;433;Mary Poppins;34.494;false
false;434;Knallhart;2.97;false
false;435;The Day After Tomorrow;28.235;false
false;436;María, llena eres de gracia;9.218;false
false;437;Cube 2: Hypercube;10.831;false
false;438;Cube Zero;11.516;false
false;439;La dolce vita;11.225;false
false;440;Aliens vs Predator: Requiem;43.035;false
false;441;Human Nature;13.17;false
false;442;Populärmusik från Vittula;2.944;false
false;445;Caché;9.599;false
false;446;Lichter;2.722;false
false;451;Leaving Las Vegas;13.265;false
false;452;Idioterne;14.059;false
false;453;A Beautiful Mind;27.808;false
false;454;Romeo + Juliet;20.53;false
false;455;Bend It Like Beckham;11.098;false
false;457;Sissi;11.286;false
false;458;Sissi - Die junge Kaiserin;12.079;false
false;459;Sissi - Schicksalsjahre einer Kaiserin;9.284;false
false;460;Alles auf Zucker!;4.859;false
false;462;Erin Brockovich;13.329;false
false;464;Så som i himmelen;7.796;false
false;465;36 Fillette;3.967;false
false;466;Klute;9.487;false
false;467;The Hole;9.958;false
false;468;My Own Private Idaho;13.972;false
false;469;Stranger Than Paradise;9.761;false
false;470;21 Grams;12.346;false
false;471;Bandyta;3.174;false
false;473;Pi;11.046;false
false;475;Bonnie and Clyde;11.258;false
false;476;Drugstore Cowboy;10.077;false
false;479;Shaft;10.327;false
false;480;Monsoon Wedding;8.035;false
false;481;7 vírgenes;2.88;false
false;482;Shaft;6.068;false
false;483;Wild at Heart;11.56;false
false;488;The African Queen;8.537;false
false;489;Good Will Hunting;41.106;false
false;490;Det sjunde inseglet;14.445;false
false;491;Ghettokids - Brüder ohne Heimat;1.4;false
false;492;Being John Malkovich;14.258;false
false;493;Shaft's Big Score!;6.457;false
false;494;Shaft in Africa;4.436;false
false;496;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;16.089;false
false;497;The Green Mile;42.31;false
false;499;Cléo de 5 à 7;11.431;false
false;500;Reservoir Dogs;33.048;false
false;501;Grizzly Man;9.167;false
false;502;Fail Safe;9.116;false
false;503;Poseidon;18.592;false
false;504;Monster;17.036;false
false;505;Johnny Handsome;9.451;false
false;506;Marnie;9.844;false
false;507;Killing Zoe;10.471;false
false;508;Love Actually;31.978;false
false;509;Notting Hill;15.286;false
false;510;One Flew Over the Cuckoo's Nest;19.011;false
false;511;Ziemia obiecana;6.279;false
false;512;Scoop;11.534;false
false;513;Fire;3.99;false
false;521;Dial M for Murder;9.491;false
false;522;Ed Wood;10.75;false
false;523;Requiem;6.079;false
false;524;Casino;20.034;false
false;525;The Blues Brothers;14.032;false
false;526;Ladyhawke;10.499;false
false;527;Once Were Warriors;8.854;false
false;530;A Grand Day Out;10.327;false
false;531;The Wrong Trousers;10.503;false
false;532;A Close Shave;8.248;false
false;533;Wallace & Gromit: The Curse of the Were-Rabbit;24.059;false
false;534;Terminator Salvation;119.745;false
false;535;Flashdance;14.493;false
false;536;Stuttgart Shanghai;0.6;false
false;537;Je ne suis pas là pour être aimé;2.453;false
false;538;Janine F.;0.871;false
false;539;Psycho;25.288;false
false;540;D.E.B.S.;15.345;false
false;541;The Man with the Golden Arm;9.278;false
false;542;El Crimen del Padre Amaro;13.288;false
false;543;Blackmail;8.886;false
false;544;There's Something About Mary;17.131;false
false;546;Transamerica;8.05;false
false;547;The Horse Whisperer;12.121;false
false;548;羅生門;11.819;false
false;549;Basquiat;10.44;false
false;550;Fight Club;57.363;false
false;551;The Poseidon Adventure;11.997;false
false;552;Pane e tulipani;5.734;false
false;553;Dogville;13.9;false
false;554;Кукушка;5.531;false
false;555;Absolut;1.221;false
false;557;Spider-Man;436.448;false
false;558;Spider-Man 2;130.974;false
false;559;Spider-Man 3;467.974;false
false;560;Secret Beyond the Door;5.728;false
false;561;Constantine;48.184;false
false;562;Die Hard;41.835;false
false;563;Starship Troopers;24.478;false
false;564;The Mummy;49.649;false
false;565;The Ring;27.704;false
false;567;Rear Window;20.718;false
false;568;Apollo 13;15.415;false
false;570;À ma soeur!;12.388;false
false;571;The Birds;18.324;false
false;572;Naboer;8.669;false
false;573;Frenzy;8.968;false
false;574;The Man Who Knew Too Much;10.651;false
false;575;Das Experiment;9.429;false
false;576;The Wild Bunch;11.305;false
false;577;To Die For;9.137;false
false;578;Jaws;43.431;false
false;579;Jaws 2;15.596;false
false;580;Jaws: The Revenge;17.156;false
false;581;Dances with Wolves;19.223;false
false;582;Das Leben der Anderen;13.244;false
false;583;Life of Brian;11.081;false
false;584;2 Fast 2 Furious;6.767;false
false;585;Monsters, Inc.;137.501;false
false;586;Wag the Dog;11.701;false
false;587;Big Fish;19.511;false
false;588;Silent Hill;38.56;false
false;590;The Hours;12.072;false
false;591;The Da Vinci Code;25.54;false
false;592;The Conversation;11.427;false
false;593;Солярис;9.946;false
false;594;The Terminal;22.335;false
false;595;To Kill a Mockingbird;12.917;false
false;596;The Grapes of Wrath;10.91;false
false;597;Titanic;134.069;false
false;598;Cidade de Deus;31.898;false
false;599;Sunset Boulevard;14.562;false
false;600;Full Metal Jacket;28.821;false
false;601;E.T. the Extra-Terrestrial;22.62;false
false;602;Independence Day;34.615;false
false;603;The Matrix;117.173;false
false;604;The Matrix Reloaded;73.232;false
false;605;The Matrix Revolutions;67.436;false
false;606;Out of Africa;12.455;false
false;607;Men in Black;36.544;false
false;608;Men in Black II;38.389;false
false;609;Poltergeist;19.863;false
false;612;Munich;14.33;false
false;613;Der Untergang;14.225;false
false;614;Smultronstället;11.628;false
false;615;The Passion of the Christ;62.237;false
false;616;The Last Samurai;31.22;false
false;617;Wild Things;19.386;false
false;618;The Birth of a Nation;7.369;false
false;619;The Bodyguard;22.595;false
false;620;Ghostbusters;95.761;false
false;621;Grease;26.244;false
false;622;The Ninth Gate;13.593;false
false;623;A Fish Called Wanda;11.388;false
false;624;Easy Rider;9.957;false
false;625;The Killing Fields;8.467;false
false;626;Un chien andalou;11.452;false
false;627;Trainspotting;19.766;false
false;628;Interview with the Vampire;21.976;false
false;629;The Usual Suspects;22.475;false
false;630;The Wizard of Oz;50.649;false
false;631;Sunrise: A Song of Two Humans;10.45;false
false;632;Stalag 17;10.004;false
false;633;Soldaat van Oranje;5.565;false
false;634;Bridget Jones's Diary;19.778;false
false;635;Angel Heart;11.586;false
false;636;THX 1138;8.58;false
false;637;La vita è bella;39.458;false
false;638;Lost Highway;14.705;false
false;639;When Harry Met Sally...;13.851;false
false;640;Catch Me If You Can;32.456;false
false;641;Requiem for a Dream;12.597;false
false;642;Butch Cassidy and the Sundance Kid;13.296;false
false;643;Броненосец Потёмкин;9.873;false
false;644;A.I. Artificial Intelligence;21.267;false
false;646;Dr. No;25.848;false
false;647;Final Fantasy VII: Advent Children;17.989;false
false;648;La belle et la bête;15.034;false
false;649;Belle de jour;11.406;false
false;650;Boyz n the Hood;38.346;false
false;651;M*A*S*H;9.609;false
false;652;Troy;51.575;false
false;653;Nosferatu, eine Symphonie des Grauens;10.468;false
false;654;On the Waterfront;10.389;false
false;655;Paris, Texas;15.066;false
false;657;From Russia with Love;27.54;false
false;658;Goldfinger;20.807;false
false;659;Die Blechtrommel;12.777;false
false;660;Thunderball;18.576;false
false;661;Die Ehe der Maria Braun;8.18;false
false;662;La Jetée;9.592;false
false;663;Saw IV;32.194;false
false;664;Twister;16.149;false
false;665;Ben-Hur;28.989;false
false;666;Central do Brasil;8.972;false
false;667;You Only Live Twice;22.022;false
false;668;On Her Majesty's Secret Service;19.516;false
false;669;Nanook of the North;12.826;false
false;670;올드보이;18.501;false
false;671;Harry Potter and the Philosopher's Stone;264.228;false
false;672;Harry Potter and the Chamber of Secrets;234.892;false
false;673;Harry Potter and the Prisoner of Azkaban;217.797;false
false;674;Harry Potter and the Goblet of Fire;218.976;false
false;675;Harry Potter and the Order of the Phoenix;188.564;false
false;676;Pearl Harbor;48.399;false
false;677;Olympia - Fest der Völker;5.91;false
false;678;Out of the Past;10.128;false
false;679;Aliens;30.2;false
false;680;Pulp Fiction;54.529;false
false;681;Diamonds Are Forever;24.056;false
false;682;The Man with the Golden Gun;18.1;false
false;685;Olympia - Fest der Schönheit;4.768;false
false;686;Contact;16.425;false
false;687;Dead Man Walking;8.769;false
false;688;The Bridges of Madison County;15.86;false
false;689;Ο θίασος;3.738;false
false;690;Pickpocket;6.622;false
false;691;The Spy Who Loved Me;18.554;false
false;692;Pink Flamingos;12.025;false
false;693;Meet the Fockers;16.023;false
false;694;The Shining;47.777;false
false;695;Short Cuts;9.97;false
false;696;Manhattan;10.072;false
false;697;Октябрь;8.38;false
false;698;Moonraker;18.599;false
false;699;For Your Eyes Only;18.884;false
false;700;Octopussy;26.413;false
false;701;Our Hospitality;8.291;false
false;702;A Streetcar Named Desire;13.426;false
false;703;Annie Hall;11.423;false
false;704;A Hard Day's Night;11.054;false
false;705;All About Eve;10.611;false
false;706;Fontane Effi Briest;4.041;false
false;707;A View to a Kill;19.809;false
false;708;The Living Daylights;19.097;false
false;709;Licence to Kill;18.829;false
false;710;GoldenEye;24.16;false
false;711;Finding Forrester;11.169;false
false;712;Four Weddings and a Funeral;10.957;false
false;713;The Piano;14.698;false
false;714;Tomorrow Never Dies;22.987;false
false;742;Tillsammans;6.442;false
false;743;Zugvögel – einmal nach Inari;1.992;false
false;744;Top Gun;34.111;false
false;745;The Sixth Sense;34.01;false
false;746;The Last Emperor;12.645;false
false;747;Shaun of the Dead;25.083;false
false;750;Murder She Said;9.46;false
false;751;Murder at the Gallop;10.087;false
false;752;V for Vendetta;33.003;false
false;753;Faces;8.706;false
false;754;Face/Off;23.725;false
false;755;From Dusk Till Dawn;19.365;false
false;756;Fantasia;65.046;false
false;757;Murder Most Foul;6.774;false
false;758;Murder Ahoy;6.944;false
false;759;Gentlemen Prefer Blondes;12.441;false
false;760;Les Aventures de Rabbi Jacob;10.446;false
false;761;L'Aile ou la Cuisse;10.699;false
false;762;Monty Python and the Holy Grail;14.554;false
false;763;Braindead;15.258;false
false;764;The Evil Dead;31.278;false
false;765;Evil Dead II;17.929;false
false;766;Army of Darkness;17.895;false
false;767;Harry Potter and the Half-Blood Prince;198.42;false
false;768;From Hell;16.28;false
false;769;GoodFellas;37.679;false
false;770;Gone with the Wind;22.765;false
false;771;Home Alone;10.011;false
false;772;Home Alone 2: Lost in New York;165.8;false
false;773;Little Miss Sunshine;10.661;false
false;774;La Sortie de l'Usine Lumière à Lyon;7.111;false
false;775;Le Voyage dans la Lune;11.57;false
false;776;La Règle du jeu;10.425;false
false;777;La Grande Illusion;7.716;false
false;778;Les vacances de Monsieur Hulot;8.422;false
false;779;Vampyr - Der Traum des Allan Grey;7.381;false
false;780;La passion de Jeanne d'Arc;10.351;false
false;781;Winterschläfer;3.856;false
false;782;Gattaca;18.694;false
false;783;Gandhi;14.186;false
false;784;Kolja;9.06;false
false;785;Kuhle Wampe oder: Wem gehört die Welt?;1.719;false
false;786;Almost Famous;15.381;false
false;787;Mr. & Mrs. Smith;28.093;false
false;788;Mrs. Doubtfire;27.511;false
false;789;Ostře sledované vlaky;8.988;false
false;790;The Fog;14.712;false
false;791;The Fog;13.536;false
false;792;Platoon;18.13;false
false;793;Blue Velvet;13.563;false
false;794;The Omen;13.077;false
false;795;City of Angels;17.875;false
false;796;Cruel Intentions;19.031;false
false;797;Persona;13.511;false
false;798;Pünktchen und Anton;1.662;false
false;799;Pünktchen und Anton;2.736;false
false;800;Los olvidados;8.275;false
false;801;Good Morning, Vietnam;11.358;false
false;802;Lolita;23.499;false
false;803;Nuit et brouillard;6.951;false
false;804;Roman Holiday;12.589;false
false;805;Rosemary's Baby;16.026;false
false;806;The Omen;19.985;false
false;807;Se7en;37.196;false
false;808;Shrek;135.526;false
false;809;Shrek 2;117.863;false
false;810;Shrek the Third;69.475;false
false;811;Silent Running;7.641;false
false;812;Aladdin;55.945;false
false;813;Airplane!;17.041;false
false;814;An American Werewolf in London;17.289;false
false;815;Animal Farm;9.007;false
false;816;Austin Powers: International Man of Mystery;20.363;false
false;817;Austin Powers: The Spy Who Shagged Me;17.389;false
false;818;Austin Powers in Goldmember;18.473;false
false;819;Sleepers;12.581;false
false;820;JFK;12.53;false
false;821;Judgment at Nuremberg;17.399;false
false;822;জলসাঘর;6.877;false
false;823;人狼 JIN-ROH;10.443;false
false;824;Moulin Rouge!;17.875;false
false;825;Playing by Heart;8.525;false
false;826;The Bridge on the River Kwai;15.135;false
false;827;Les Diaboliques;9.193;false
false;828;The Day the Earth Stood Still;11.17;false
false;829;Chinatown;18.909;false
false;830;Forbidden Planet;12.036;false
false;831;This Island Earth;8.881;false
false;832;M - Eine Stadt sucht einen Mörder;11.978;false
false;833;Umberto D.;7.433;false
false;834;Underworld: Evolution;30.452;false
false;835;F.P.1 antwortet nicht;1.599;false
false;836;Vidas Secas;3.714;false
false;837;Videodrome;12.487;false
false;838;American Graffiti;9.595;false
false;839;Duel;19.989;false
false;840;Close Encounters of the Third Kind;14.981;false
false;841;Dune;55.398;false
false;842;The Assassination of Richard Nixon;8.315;false
false;843;花樣年華;23.858;false
false;844;2046;12.008;false
false;845;Strangers on a Train;10.29;false
false;846;The X Files;15.817;false
false;847;Willow;14.25;false
false;848;Dragonslayer;9.139;false
false;849;Krull;8.541;false
false;850;A Christmas Story;16.494;false
false;851;Brief Encounter;9.678;false
false;852;Es geschah am hellichten Tag;4.501;false
false;853;Enemy at the Gates;18.432;false
false;854;The Mask;50.712;false
false;855;Black Hawk Down;29.054;false
false;856;Who Framed Roger Rabbit;25.35;false
false;857;Saving Private Ryan;51.642;false
false;858;Sleepless in Seattle;13.195;false
false;859;Dangerous Liaisons;11.08;false
false;860;WarGames;14.26;false
false;861;Total Recall;22.842;false
false;862;Toy Story;142.139;false
false;863;Toy Story 2;121.225;false
false;864;Cool Runnings;11.244;false
false;865;The Running Man;18.321;false
false;866;Finding Neverland;13.788;false
false;867;Sliver;13.974;false
false;868;Tsotsi;11.087;false
false;869;Planet of the Apes;27.533;false
false;870;ドールズ;9.106;false
false;871;Planet of the Apes;25.028;false
false;872;Singin' in the Rain;15.812;false
false;873;The Color Purple;15.488;false
false;874;A Man for All Seasons;9.18;false
false;875;Shanghai Express;6.71;false
false;877;Scarface;20.283;false
false;878;Die Feuerzangenbowle;6.443;false
false;879;Hook;31.269;false
false;880;Antonia;7.313;false
false;881;A Few Good Men;13.879;false
false;882;Flussfahrt mit Huhn;1.194;false
false;883;Coffee and Cigarettes;10.981;false
false;884;Crash;16.412;false
